OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Species name
73f95638ad5e78c543092b62f5631caa,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Portibacter,,Portibacter
7b9f7489e0e1598b1309505137500210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,,Amylibacter
e32fb334f742effd15b92366ef11f8ab,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula,,Rubripirellula
39315b7286c9a5d799082525916d0108,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
d04383f47165baf64c8ae026a987fa74,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
6228a0e015d2acf41503e8990486c56d,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,Colwellia
365cfed41cc42e0be7759343206e72a1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,Pseudoxanthomonas
7abf41d37d57b998d25b219ee4f96bad,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
b40487811db2768743f9cd4e1dc7dba0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,,S25-593
edd1dbbfdbde0a4ca9d38474e6d12d14,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,Algoriphagus
6d98d338e27d92c5b264a81f3a4fb703,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,,Desulfopila
97ec690589f8e759cfd3f2210c9cde99,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,,0319-6G20
f499437a642f33b24ef07f5c2bbfcd87,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Pseudoalteromonas sp. BS6_78,Pseudoalteromonas sp. BS6_78
9ed98e68797fa0d875273c6556303fc9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
48045fe428e8b8241dacfa624eb7f54c,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
069200729d97f2b670bce3aa2a25d9a9,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,Burkholderiaceae
46132dc228f0736ccd52eea43c08617a,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,,KI89A clade
85c57353186edc8057dfedfd3f458f7e,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Gortzia,Alphaproteobacteria bacterium 40-19,Alphaproteobacteria bacterium 40-19
3597652fa46f51156846bc28ac2c4141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
4d3435da86c4c63769b73e440bc1f009,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
0ce25b1f07383d8a153bc4126c1726a0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
80e78102b0c520b898182dde741f50e3,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,,,37-13
7f490ba2bde775d0a281f856648a7cbe,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-013,,Ruminococcaceae UCG-013
30330bac68f485e4ec1bd8af26bd0286,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
d82a1885547462a321fec530dfa67e6c,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
637b9b3f4d1cbb1a10c07817619cdf69,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
6b6b8b89f9eaca22bbd1bef23832626e,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,,Oleiphilus
273118aa98429f4692605f21c3b6fd10,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter 4,,Polaribacter 4
e4334b6a01997d5797c9858ec9f23797,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,,Hyphomonas
d52a2e485450ef03164df4710ae5b1ae,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,,Chitinophagaceae
b68686db4d63d10263bc101439c8a038,Bacteria,Proteobacteria,,,,,,Proteobacteria
199b6374da3caa68a532e12f7ecf59e8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,,Verrucomicrobiaceae
5453b8dc2d7793838716101ed259aece,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,,,Clade I
d4804b9c3c704e82aaf45bb07526288d,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,,,,Puniceispirillales
b0324498371d6fcb15d2b84c8fa04500,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,,,Hyphomonadaceae
c3a3028206265a774db042ed9acea8c7,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,,Candidatus Nomurabacteria
77c96fe25642e082d2801bde4c74c663,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,,Thiothrix
416236d3396a3d7a9b59f1e234f2c453,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,,,,R7C24
03e48f50781f9fe3dbc538d0d56cbd42,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,,Arenicella
b9ac5ec87411d013204ab6bfb6b8e9f0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b marine group,,NS2b marine group
44091a48675e659c9f17a96c900f62d7,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
1a60c4b8363a92f5a2bcdee712b189ce,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,unidentified marine bacterioplankton,unidentified marine bacterioplankton,unidentified marine bacterioplankton
7735c9534c94912b52338e08674aa71c,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Chroococcidiopsis PCC-6712,,Chroococcidiopsis PCC-6712
f09a43b1da42fd516306653bf5cd14d5,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter,,Arcticiflavibacter
c66b9dc65c155a3ec2b75e47132f13b3,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1,,Phormidesmis ANT.LACV5.1
f53a87b8ffc6048fe34501b42019b5f7,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,,NS5 marine group
25af8dd453f1b1770d5205636ba1c905,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,,Magnetospira
defcd20951a56ec2f969c445fe3aca80,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,,Oleiphilus
2616f203b15b11806645917f2790f505,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,,Terrimicrobium
0450b28abc45714f2c2e3b2f30bbb4cf,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
bbc98e37445c877a476e0f23610efb28,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobiaceae
8667172cd6a726dc57f94203181b3116,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,,Undibacterium
bca116a946ef832fc0c2bc1ae41b9000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
3819954003ca9bf215ec127c7276d15a,Bacteria,Proteobacteria,,,,,,Proteobacteria
5e00c0159d6a2053008c368d6a87bd56,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,alpha proteobacterium SCGC AAA015-N04,alpha proteobacterium SCGC AAA015-N04,alpha proteobacterium SCGC AAA015-N04
fd499354ec31e59f4e207d8289edbd2c,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,Sulfurovum
24d972c293126e5ea0f7632676355764,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,,Terrimonas
93b399b435471618e1eaa650079332cc,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Spongiivirga,Spongiivirga citrea,Spongiivirga citrea
f05596f6aa35b98d431dcb924ade457d,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
e31f38089d38b75ad154a645f5b1ae32,Bacteria,Proteobacteria,,,,,,Proteobacteria
d3a4db995e465c045a860a085f19cb5b,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
6cccd38a1a17a47aaff5e5ec74119ecf,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium
44a7fedbcc24c70d1d69e148a94084cc,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Parvibaculum,,Parvibaculum
a596478a78791d4ac6970c558b5d1d42,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
a2989847b1fb3dfd897685a913060946,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,,Ferruginibacter
6b43bea1168c1cdc0dd63aa9c6798ef4,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,,,37-13
ee1ae814f8ee697d20dd683302ecbad2,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
bdc8bac90144b803280a75a31b4c4d1e,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,,Maritimimonas
beb3d8175d5f95db3021b676e37abaa5,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,,Haliangium
dc5fa2afb4119923d169b6ba05dff115,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,,Lutibacter
fccf34613c0f0f71b66d1f49306a5820,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,,,,Bradymonadales
c0ede8968efbded84a50244a24244cef,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,unidentified marine bacterioplankton,unidentified marine bacterioplankton,unidentified marine bacterioplankton
b8ecb6cd7b2e7055abad921854c64356,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,,,Micavibrionales
be6b8a9735551229d7bef4693067ad83,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,,KI89A clade
56163e0c044bd4bf6d4ab3fc2d6ed7a9,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,,Roseibacillus
285d9945fef6f67460ca715d1abef275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,,Pseudahrensia
2a19a73c06d11bf6d14d021db39165ea,Bacteria,Acidobacteria,Subgroup 6,metagenome,metagenome,metagenome,metagenome,metagenome
a2acf3a48aac1f662b7d15b94e0a6b7d,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,,Sneathiella
dec53ca33e72ee22819f29cc97f7958f,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,,Pirellula
ae83167e67324fe8c1a417bd0effb877,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,,,,,BD2-11 terrestrial group
551aae794ce94160a74b536618dd3066,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium
b24dac78ef544bf3e06c3a57d383b305,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,unidentified marine bacterioplankton,unidentified marine bacterioplankton,unidentified marine bacterioplankton
5e0f68aed35b9b6e5aabe66d8b761b68,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,,Altererythrobacter
66895ff15fe0a7c1c05b0f925f9893e2,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,,Candidatus Alysiosphaera
2f6a784d5cab8e0aeaae92d4aa0b6ab2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,,Pajaroellobacter
46f55605e253a4913b2031c26a02e453,Bacteria,Dependentiae,Babeliae,Babeliales,metagenome,metagenome,metagenome,metagenome
4bd09471b0314a79a1c00b3a57bacefc,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,,Subgroup 10
37978e197ccb22a04bdaee31e50a64e6,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,,,,Kordiimonadales
613dc11d5b77ef7d49a7ed3d1582d0fc,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,,,Sandaracinaceae
b752a086cf0c29761a13fe6778486f52,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,,,SAR116 clade
13098efdfbcc1d745bf9c589d9c3285c,Bacteria,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
edb87c2dfa0f559bf3e3ab6f492a41f1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,metagenome,metagenome
05ee4971fc8ec646fd0fe1dc1cd49822,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,,,Nannocystaceae
705839b99a9f50fd61e84d69360e75fa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
4b2e9b1ec3421650f75ad17a3c3f3ec1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,,Alteromonas
05104dc1f19dfa5f64714d69cc4f31a1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
28d1520ad73a1362c823087f21a49389,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,,NS11-12 marine group
2df133d83b53d33a81a3fc48ac2075c6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,Rhodobacter
a13d36664b1a3c9c4adce820c0470273,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
867d31d00c4923a0a7a289b6350120dd,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,,Prosthecobacter
24a82011f0d3b20089af3e6e4c7ed9cb,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,,SM1A02
86dcdc7079078a3cacc7442480df3a4a,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,,Diplosphaera
a46c68ade453c5b8cdc418a30ff62c46,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,Sphingorhabdus
e87fb7b16961bf35bf76e3a85062e920,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,,Erythrobacter
659c7e24d6fedb53106c3f5dcd01091f,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
08666c5b709de4f66855f3a4cd267a34,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,,,Saccharospirillaceae
34aa6c5419744d81f8075eade565b9ea,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,metagenome,,metagenome
a3655fda52c0527b70789fd5850af1ec,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,MB11C04 marine group
cec0fbbce3d8d323a292d14d9df6f214,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,,,Cyclobacteriaceae
05ae9d3c77a4ee925e4dd736579b7fae,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
01f26e8e3db2083ac4b0667fb13e330c,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Denitratisoma,,Denitratisoma
2e3ec14aecb87ba7c943739aed53b408,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,,Henriciella
71f9b70725905cfca107c2fc8a2bfecf,Bacteria,Patescibacteria,Gracilibacteria,metagenome,metagenome,metagenome,metagenome,metagenome
7b159884065cf47b1b3471f1fccfbdab,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,,,Methyloligellaceae
33a4d9e4db0355c2cb8fb238385c5a37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
752bc2fed08f1161d3b2f5dc05aa6fb2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,,DEV007
9ffeedb528881480eb4ad6cc5b664492,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,,,Beijerinckiaceae
e6fcd08782725a0157bbd7091d46a9b3,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,,,,Ga0077536
698d5af6d64064783298ef4ba78d5878,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,,Sulfurimonas
3c419927037e34c127fbde6582678b0e,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,,,Bacteriovoracaceae
273723cc635b892effcfe17c6886e831,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,Acinetobacter
b300302974892b61e701855606143ef7,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,,,Cyclobacteriaceae
c5ce90135162d3ff54ecc17593d2ffff,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
7180497538073c998eb8458e187a1c70,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),DS-100,,,,DS-100
a431a69105441cdff4d23466d64ce786,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,Fluviicola
eba4660b150feed81ec8c5192c19da65,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus sp. am2,Algoriphagus sp. am2
7b7d7130ca1cbfbcb29246e86cedf116,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,,,Chitinophagaceae
8a73b42cd46a925000f25437f91d0448,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
90d358c12888243fafa0e1d96b7daffb,Bacteria,Planctomycetes,vadinHA49,,,,,vadinHA49
746d275f46e4d8e402762d29cab1a07f,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
ea4ab0fb5cce87336da7a4e466a16b1f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,,Aliiroseovarius
a8550f206e6084d4964e10f58705caba,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,Sphingorhabdus
75f943b9c19fbce7782a4df49a1980f2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,,Ascidiaceihabitans
a3271f766a7a84a87eebde40478ece08,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax,,Halobacteriovorax
497a760a8adf5188cfd7b29c5632f212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
6d44145ac74fc30f6713c8ab71a27c96,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,,Methylophaga
d3bbe07c0208a60d96c32dbd965969f4,Bacteria,Acidobacteria,Subgroup 6,,,,,Subgroup 6
d3a60d931aed828666a7818a3da0ee38,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,,Pseudofulvibacter
84a98875e4fac3ad073b0ca2b966eec8,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,,Desulfobulbus
53a82e632a88b4573fb50b34f53e0346,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
43fddf1528d4a98928fd8c3a8ac23bfd,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas psychrophila,Pseudomonas psychrophila
21ca12bef77923fe20e317020289a4f7,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,,,Saprospiraceae
2522404db25c41f4ce0bee7ff09604b6,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,,Undibacterium
e825c7b050dd1897c5d127fcbfe7baaa,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,Bacteroides
2a138f2bca86a7b8edbd1b5d3895f6d1,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,,Sva0996 marine group
5fed3f816ca936a38da2ea6bf8416a6d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halovulum,,Halovulum
30335921c64f84b4f73acbcca761de88,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,,,Clade I
0613615028fa5acd7b379e42d6d02334,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,,,,BD7-8
5b4963a3fd7da558fd15cf46d07d8e31,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,,,,Thalassobaculales
04501afe1dde35db008f3ea1721f3f82,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,,Rubidimonas
1bf649cddcb475528955532ae2a8aa31,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,,,Ardenticatenales
6eef700c826e53b6181ccdd671b5fce4,Bacteria,Firmicutes,,,,,,Firmicutes
8e66d40f8e0714278a580d81b643a91f,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,,Hyphomonas
d974d4960af654310301f1f8f07faff4,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,Betaproteobacteriales
63c7e1e48c5047a9cf076d4af12cb631,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,,Rhizobiaceae
ae42cf7d2a01a3c39536071845fc5186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,Bradyrhizobium
ce8ee9e2c517552e03c005dda271e3e0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
4dffe1a70d6b3ccb6667c1519daa7143,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,,Micavibrionaceae
f51b2daf84986e04085ff790c6e19734,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena PCC-7429,,Pseudanabaena PCC-7429
b5259a4b8147b945dfbdd4b501d03f98,Bacteria,Proteobacteria,,,,,,Proteobacteria
29e5adc35f6cde52b0503dc90b422f6a,Bacteria,Planctomycetes,OM190,,,,,OM190
15a690268622d28730258f08fde0d652,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceitalea,,Croceitalea
68aa65a40aa807a0c84b40224f50786d,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,Hyphomonas group bacterium LA49,Hyphomonas group bacterium LA49
2f88a62bad3370255d092a72ce9a246d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,,Ketogulonicigenium
2a92441163c7111504845e3eb5c1bbe0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum sp. Wash6,Tenacibaculum sp. Wash6
5e3b1f011902c9debb7a9bb0b1dd052f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Mangrovibacterium,,Mangrovibacterium
d70dcdac1091732cbbf76f210e262179,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4 marine group,,NS4 marine group
8741b8bca3a0450b2d57b22df7472681,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,,,Magnetospiraceae
c3b6e622d9800b9abbbb7be26ed18489,Bacteria,Bacteroidetes,Bacteroidia,,,,,Bacteroidia
02e8d39474027f75697acded0f26e6d8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,,Luteolibacter
c4b4eb88228f525fa5022dc43b06db26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,,Pseudahrensia
63f18e7bc54a1c75a131d0afb9e8c7da,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
94ba036a54a600197d628df53386d79b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,Sphingomonadaceae
eb8d16531c2bd01ef3712853762762f7,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
a4fc338b45695a12a97dc2e2f982b6b8,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Fuerstia,,Fuerstia
d10c7a8fff9af5054aac349bf59f4f22,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,Nitrospira
19b953295a8e3a24b5d6d89830d880b7,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,,,Oligoflexaceae
cb771f0702f23140122247e877ef3321,Bacteria,Proteobacteria,,,,,,Proteobacteria
